raw_query,cleaned_query,topic,topic_label,topic_label_final
i try to cancel the subscription to your company newsletter,i try to cancel the subscription to your company newsletter,18,Newsletter Management,Newsletter Management
i try to change an item of an order,i try to change an item of an order,9,Order Modifications,Order Modifications
i try to change my last order,i try to change my last order,9,Order Modifications,Order Modifications
i try to change my shipping address,i try to change my shipping address,0,Change Delivery Address,Change Delivery Address
i try to change several items of an order,i try to change several items of an order,9,Order Modifications,Order Modifications
i try to change the information on my user account,i try to change the information on my user account,25,Edit Account Information,Edit Account Information
i try to change to a new user profile,i try to change to a new user profile,26,Changing User Profiles,Changing User Profiles
i try to check at what time customer service available is,i try to check at what time customer service available is,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i try to check at what time i can contact customer service,i try to check at what time i can contact customer service,8,Customer Service Contact & Hours,Customer Service Contact & Hours
i try to check how long refunds take,i try to check how long refunds take,15,Refunds Related Help,Refunds Related Help
i try to check how long refunds usually take,i try to check how long refunds usually take,15,Refunds Related Help,Refunds Related Help
i try to check how long the delivery takes,i try to check how long the delivery takes,22,Delivery Time Inquiry,Delivery Time Inquiry
i try to check how soon can i expect the delivery,i try to check how soon can i expect the delivery,22,Delivery Time Inquiry,Delivery Time Inquiry
i try to check how soon can i expect the item,i try to check how soon can i expect the item,22,Delivery Time Inquiry,Delivery Time Inquiry
i try to check if there is any updates on my refund,i try to check if there is any updates on my refund,15,Refunds Related Help,Refunds Related Help
i try to check in what cases can i ask for a refund,i try to check in what cases can i ask for a refund,15,Refunds Related Help,Refunds Related Help
i try to check in what cases can i ask for my money back,i try to check in what cases can i ask for my money back,1,Refunds Related Help,Refunds Related Help
i try to check in what cases can i ask to be refunded,i try to check in what cases can i ask to be refunded,15,Refunds Related Help,Refunds Related Help
i try to check my order eta,i try to check my order eta,2,Order Tracking,Order Tracking
i try to check the cancellation fee,i try to check the cancellation fee,13,Cancellation Fees,Cancellation Fees
i try to check the delivery options,i try to check the delivery options,4,Checking Delivery Options,Checking Delivery Options
i try to check the eazrly termination penalty,i try to check the early termination penalty,13,Cancellation Fees,Cancellation Fees
i try to check the status of my order,i try to check the status of my order,2,Order Tracking,Order Tracking
i try to check the status of my refund,i try to check the status of my refund,15,Refunds Related Help,Refunds Related Help
